6.0,9.656854152679443,Otra
5.0,9.656854152679443,Otra
5.0,9.656854152679443,Otra
5.0,9.656854152679443,Otra
5.0,9.656854152679443,Otra
6.0,9.656854152679443,Otra
5.0,9.656854152679443,Otra
5.0,9.656854152679443,Otra
6.0,9.656854152679443,Otra
5.0,9.656854152679443,Otra
4.5,8.242640614509583,Otra
5.5,9.071067690849304,Otra
5.0,8.828427076339722,Otra
5.0,8.828427076339722,Otra
6.0,9.656854152679443,Otra
6.0,9.656854152679443,Otra
6.0,9.656854152679443,Otra
6.0,9.656854152679443,Otra
6.0,9.656854152679443,Otra
6.0,9.656854152679443,Otra
5.0,8.828427076339722,Otra
5.0,8.828427076339722,Otra
5.0,8.828427076339722,Otra
5.0,8.828427076339722,Otra
6.0,9.656854152679443,Otra
6.0,9.656854152679443,Otra
6.0,9.656854152679443,Otra
6.0,9.656854152679443,Otra
6.0,9.656854152679443,Otra
6.0,9.656854152679443,Otra
6.0,9.656854152679443,Otra
6.0,9.656854152679443,Otra
6.0,9.656854152679443,Otra
6.0,9.656854152679443,Otra
6.0,9.656854152679443,Otra
6.0,9.656854152679443,Otra
6.0,9.656854152679443,Otra
6.0,9.656854152679443,Otra
6.0,9.656854152679443,Otra
6.0,9.656854152679443,Otra
6.0,9.656854152679443,Otra
6.0,9.656854152679443,Otra
6.0,9.656854152679443,Otra
6.0,9.656854152679443,Otra
5.0,9.656854152679443,Otra
5.0,9.656854152679443,Otra
6.0,9.656854152679443,Otra
5.0,8.828427076339722,Otra
5.0,9.656854152679443,Otra
6.0,9.656854152679443,Otra
6.0,9.656854152679443,Otra
6.0,9.656854152679443,Otra
6.0,9.656854152679443,Otra
6.0,9.656854152679443,Otra
6.0,9.656854152679443,Otra
6.0,9.656854152679443,Otra
6.0,9.656854152679443,Otra
5.0,9.656854152679443,Otra
6.0,9.656854152679443,Otra
3.5,9.071067690849304,Otra
5.5,9.41421353816986,Otra
7.0,9.656854152679443,Otra
6.5,10.242640614509583,Otra
5.5,9.41421353816986,Otra
4.0,8.0,Cuadrilátero
5.0,9.656854152679443,Otra
3.5,7.414213538169861,Otra
4.0,8.0,Cuadrilátero
4.0,8.0,Cuadrilátero
5.0,8.828427076339722,Otra
5.5,9.41421353816986,Otra
5.5,9.41421353816986,Otra
4.5,9.41421353816986,Otra
4.0,8.0,Cuadrilátero
3.5,7.414213538169861,Otra
4.0,8.0,Cuadrilátero
4.0,8.0,Cuadrilátero
4.5,9.41421353816986,Otra
4.5,9.41421353816986,Otra
4.5,9.41421353816986,Otra
4.0,8.0,Cuadrilátero
4.0,8.0,Cuadrilátero
4.0,8.0,Cuadrilátero
4.0,8.0,Cuadrilátero
4.0,8.0,Cuadrilátero
5.5,10.242640614509583,Otra
4.5,9.41421353816986,Otra
3.5,7.414213538169861,Otra
4.5,9.41421353816986,Otra
3.0,8.828427076339722,Otra
3.0,8.828427076339722,Otra
4.0,8.0,Cuadrilátero
4.0,8.828427076339722,Otra
3.5,7.414213538169861,Otra
4.0,8.0,Cuadrilátero
4.0,8.0,Cuadrilátero
4.0,8.0,Cuadrilátero
4.0,8.0,Cuadrilátero
5.0,8.828427076339722,Otra
4.0,8.0,Cuadrilátero
4.0,8.0,Cuadrilátero
3.5,7.414213538169861,Otra
4.0,8.0,Cuadrilátero
4.0,8.0,Cuadrilátero
4.0,8.0,Cuadrilátero
4.0,8.0,Cuadrilátero
4.0,8.0,Cuadrilátero
4.0,8.0,Cuadrilátero
4.0,8.0,Cuadrilátero
4.0,8.0,Cuadrilátero
4.0,8.0,Cuadrilátero
4.0,8.0,Cuadrilátero
4.5,9.41421353816986,Otra
4.0,8.828427076339722,Otra
5.5,9.41421353816986,Otra
4.0,8.0,Cuadrilátero
4.0,8.0,Cuadrilátero
4.0,8.0,Cuadrilátero
4.0,8.0,Cuadrilátero
4.0,8.0,Cuadrilátero
4.0,8.0,Cuadrilátero
4.0,8.0,Cuadrilátero
4.0,8.0,Cuadrilátero
4.0,8.0,Cuadrilátero
4.0,8.0,Cuadrilátero
4.0,8.0,Cuadrilátero
